% Model:              scattering_nanosphere.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 11 2024, 12:40
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        Radiation pattern
% theta                   Far-field norm
0                         9.705324952420995E-7
0.06283185307179587       9.587685424634025E-7
0.12566370614359174       9.241458636526494E-7
0.18849555921538758       8.68617152973907E-7
0.25132741228718347       7.952598501831957E-7
0.3141592653589793        7.08030001337559E-7
0.37699111843077515       6.114539913337219E-7
0.43982297150257105       5.102889289972132E-7
0.5026548245743669        4.091842819846498E-7
0.5654866776461628        3.12375443701686E-7
0.6283185307179586        2.234348865790879E-7
0.6911503837897545        1.4510005089417845E-7
0.7539822368615503        7.919601162110834E-8
0.8168140899333463        2.6780229790566888E-8
0.8796459430051421        1.4128958874526436E-8
0.9424777960769378        4.057738028017864E-8
1.0053096491487339        5.646367182403249E-8
1.0681415022205298        6.309478378502976E-8
1.1309733552923256        6.241293085529156E-8
1.1938052083641213        5.6436065492216604E-8
1.2566370614359172        4.7092911986560104E-8
1.3194689145077132        3.612175410745936E-8
1.382300767579509         2.5042935897921218E-8
1.4451326206513047        1.530958920053019E-8
1.5079644737231006        9.123965328921426E-9
1.5707963267948966        9.343885080199755E-9
1.6336281798666925        1.2580194780963778E-8
1.6964600329384882        1.518565029888605E-8
1.7592918860102842        1.642339239504852E-8
1.8221237390820801        1.6375118689010203E-8
1.8849555921538756        1.5357848977833584E-8
1.9477874452256716        1.3783173492762389E-8
2.0106192982974678        1.2106708618303183E-8
2.0734511513692637        1.0779446071748301E-8
2.1362830044410597        1.012996071391422E-8
2.199114857512855         1.0194936642723764E-8
2.261946710584651         1.0717708085293812E-8
2.324778563656447         1.1363738667897127E-8
2.3876104167282426        1.1888356779064557E-8
2.4504422698000385        1.2165040123733054E-8
2.5132741228718345        1.2156667738986408E-8
2.57610597594363          1.1883405484474572E-8
2.6389378290154264        1.1398584779758179E-8
2.701769682087222         1.0771637789560192E-8
2.764601535159018         1.0076006802670775E-8
2.827433388230814         9.38062993752806E-9
2.8902652413026093        8.744217601876072E-9
2.9530970943744057        8.211985577305373E-9
3.015928947446201         7.81482783252809E-9
3.078760800517997         7.570876774381623E-9
3.141592653589793         7.48875634662338E-9
3.204424506661589         7.570876774381635E-9
3.267256359733385         7.814827832528154E-9
3.330088212805181         8.211985577305373E-9
3.3929200658769765        8.744217601876033E-9
3.4557519189487724        9.38062993752815E-9
3.5185837720205684        1.0076006802670726E-8
3.581415625092364         1.0771637789560138E-8
3.6442474781641603        1.1398584779758212E-8
3.707079331235956         1.1883405484474488E-8
3.7699111843077513        1.2156667738986391E-8
3.8327430373795477        1.2165040123733027E-8
3.895574890451343         1.1888356779064525E-8
3.9584067435231396        1.1363738667897127E-8
4.0212385965949355        1.0717708085293799E-8
4.084070449666731         1.0194936642723784E-8
4.1469023027385274        1.012996071391427E-8
4.209734155810323         1.0779446071748286E-8
4.272566008882119         1.2106708618303044E-8
4.335397861953915         1.3783173492762438E-8
4.39822971502571          1.5357848977833425E-8
4.461061568097507         1.6375118689010256E-8
4.523893421169302         1.642339239504866E-8
4.586725274241098         1.51856502988861E-8
4.649557127312894         1.2580194780963715E-8
4.71238898038469          9.343885080199744E-9
4.775220833456485         9.123965328921467E-9
4.838052686528282         1.53095892005301E-8
4.900884539600077         2.5042935897921304E-8
4.9637163926718735        3.612175410745933E-8
5.026548245743669         4.7092911986559925E-8
5.0893800988154645        5.643606549221676E-8
5.15221195188726          6.241293085529139E-8
5.215043804959057         6.309478378502981E-8
5.277875658030853         5.646367182403218E-8
5.340707511102648         4.057738028017918E-8
5.403539364174444         1.4128958874526656E-8
5.466371217246239         2.67802297905658E-8
5.529203070318036         7.919601162110727E-8
5.592034923389832         1.4510005089417938E-7
5.654866776461628         2.2343488657908667E-7
5.717698629533423         3.123754437016848E-7
5.780530482605219         4.0918428198464783E-7
5.843362335677015         5.102889289972126E-7
5.906194188748811         6.114539913337208E-7
5.969026041820607         7.080300013375608E-7
6.031857894892402         7.952598501831942E-7
6.094689747964199         8.68617152973906E-7
6.157521601035994         9.241458636526462E-7
6.220353454107791         9.587685424634044E-7
6.283185307179586         9.705324952420995E-7
