% Model:              scattering_nanosphere.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 10 2024, 16:39
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        Radiation pattern
% theta                   Far-field norm
0                         1.3048377129062538E-7
0.06283185307179587       1.2997248930481745E-7
0.12566370614359174       1.2844841562619146E-7
0.18849555921538758       1.2594071595240263E-7
0.25132741228718347       1.2249750883646447E-7
0.3141592653589793        1.1818517562258933E-7
0.37699111843077515       1.1308749171689872E-7
0.43982297150257105       1.0730468648190343E-7
0.5026548245743669        1.0095258134846751E-7
0.5654866776461628        9.41620015329758E-8
0.6283185307179586        8.707869738706808E-8
0.6911503837897545        7.986402186720536E-8
0.7539822368615503        7.269652402320171E-8
0.8168140899333463        6.577427094963224E-8
0.8796459430051421        5.931675335635079E-8
0.9424777960769378        5.3563106918304876E-8
1.0053096491487339        4.8759856987098535E-8
1.0681415022205298        4.512869586625075E-8
1.1309733552923256        4.281077642551324E-8
1.1938052083641213        4.180666253971123E-8
1.2566370614359172        4.1954363880220975E-8
1.3194689145077132        4.297091992854874E-8
1.382300767579509         4.45308894877346E-8
1.4451326206513047        4.63332641294706E-8
1.5079644737231006        4.813443750001121E-8
1.5707963267948966        4.975389662826298E-8
1.6336281798666925        5.1066879833738164E-8
1.6964600329384882        5.1993634181088475E-8
1.7592918860102842        5.248945057527652E-8
1.8221237390820801        5.253660775458988E-8
1.8849555921538756        5.213815467900164E-8
1.9477874452256716        5.1313137202628974E-8
2.0106192982974678        5.0092871888461725E-8
2.0734511513692637        4.851795340379918E-8
2.1362830044410597        4.663577338850056E-8
2.199114857512855         4.449840781247892E-8
2.261946710584651         4.2160793282307485E-8
2.324778563656447         3.967915948413951E-8
2.3876104167282426        3.7109713256360534E-8
2.4504422698000385        3.4507578570809526E-8
2.5132741228718345        3.192598752605356E-8
2.57610597594363          2.9415695625475726E-8
2.6389378290154264        2.7024568618794976E-8
2.701769682087222         2.4797267684069588E-8
2.764601535159018         2.2774952837511703E-8
2.827433388230814         2.099493538477979E-8
2.8902652413026093        1.9490237997709978E-8
2.9530970943744057        1.828905963465163E-8
3.015928947446201         1.741418248268487E-8
3.078760800517997         1.6882388749883463E-8
3.141592653589793         1.6703968065498174E-8
3.204424506661589         1.6882388749883463E-8
3.267256359733385         1.7414182482684906E-8
3.330088212805181         1.8289059634651663E-8
3.3929200658769765        1.9490237997709905E-8
3.4557519189487724        2.099493538477981E-8
3.5185837720205684        2.2774952837511703E-8
3.581415625092364         2.479726768406956E-8
3.6442474781641603        2.7024568618794967E-8
3.707079331235956         2.9415695625475656E-8
3.7699111843077513        3.1925987526053514E-8
3.8327430373795477        3.450757857080953E-8
3.895574890451343         3.71097132563605E-8
3.9584067435231396        3.967915948413951E-8
4.0212385965949355        4.216079328230748E-8
4.084070449666731         4.44984078124789E-8
4.1469023027385274        4.663577338850056E-8
4.209734155810323         4.8517953403799287E-8
4.272566008882119         5.009287188846192E-8
4.335397861953915         5.131313720262892E-8
4.39822971502571          5.213815467900167E-8
4.461061568097507         5.253660775458993E-8
4.523893421169302         5.248945057527651E-8
4.586725274241098         5.1993634181088356E-8
4.649557127312894         5.1066879833738336E-8
4.71238898038469          4.975389662826292E-8
4.775220833456485         4.8134437500011354E-8
4.838052686528282         4.633326412947069E-8
4.900884539600077         4.453088948773475E-8
4.9637163926718735        4.297091992854877E-8
5.026548245743669         4.195436388022083E-8
5.0893800988154645        4.180666253971135E-8
5.15221195188726          4.281077642551305E-8
5.215043804959057         4.512869586625079E-8
5.277875658030853         4.875985698709855E-8
5.340707511102648         5.356310691830488E-8
5.403539364174444         5.931675335635079E-8
5.466371217246239         6.57742709496323E-8
5.529203070318036         7.26965240232017E-8
5.592034923389832         7.986402186720526E-8
5.654866776461628         8.707869738706789E-8
5.717698629533423         9.416200153297584E-8
5.780530482605219         1.0095258134846722E-7
5.843362335677015         1.073046864819034E-7
5.906194188748811         1.1308749171689873E-7
5.969026041820607         1.1818517562258975E-7
6.031857894892402         1.2249750883646447E-7
6.094689747964199         1.2594071595240215E-7
6.157521601035994         1.2844841562619146E-7
6.220353454107791         1.2997248930481798E-7
6.283185307179586         1.304837712906254E-7
