% Model:              scattering_nanosphere.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 11 2024, 12:41
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        Radiation pattern
% theta                   Far-field norm
0                         1.4293353507422886E-6
0.06283185307179587       1.4150066497425107E-6
0.12566370614359174       1.3727259720830941E-6
0.18849555921538758       1.3045589709915715E-6
0.25132741228718347       1.2137843777040691E-6
0.3141592653589793        1.1046639387440126E-6
0.37699111843077515       9.82150406367419E-7
0.43982297150257105       8.515595805110143E-7
0.5026548245743669        7.182346817312556E-7
0.5654866776461628        5.872308608646326E-7
0.6283185307179586        4.6304494643141145E-7
0.6911503837897545        3.4941197519565473E-7
0.7539822368615503        2.491894002574133E-7
0.8168140899333463        1.6436628406386552E-7
0.8796459430051421        9.634597271966403E-8
0.9424777960769378        4.7469291964075004E-8
1.0053096491487339        2.857324887584764E-8
1.0681415022205298        3.925157157983766E-8
1.1309733552923256        4.9942847869759E-8
1.1938052083641213        5.362224716319325E-8
1.2566370614359172        5.091118930243587E-8
1.3194689145077132        4.3501673142209665E-8
1.382300767579509         3.315901992089299E-8
1.4451326206513047        2.1460613210040853E-8
1.5079644737231006        9.709173684994833E-9
1.5707963267948966        1.686559843295322E-9
1.6336281798666925        1.0723886620999226E-8
1.6964600329384882        1.8273296481953607E-8
1.7592918860102842        2.3962317355171736E-8
1.8221237390820801        2.79638220147608E-8
1.8849555921538756        3.0646604339343404E-8
1.9477874452256716        3.251152582100652E-8
2.0106192982974678        3.4111718971514786E-8
2.0734511513692637        3.59458503918141E-8
2.1362830044410597        3.834780547268536E-8
2.199114857512855         4.1427717473860894E-8
2.261946710584651         4.509870282730517E-8
2.324778563656447         4.9160536133548036E-8
2.3876104167282426        5.338353629921777E-8
2.4504422698000385        5.756150389475829E-8
2.5132741228718345        6.15339454465477E-8
2.57610597594363          6.518922198308148E-8
2.6389378290154264        6.845870754827741E-8
2.701769682087222         7.130786425511925E-8
2.764601535159018         7.37271010940536E-8
2.827433388230814         7.572359902270858E-8
2.8902652413026093        7.731444630791233E-8
2.9530970943744057        7.852105377111988E-8
3.015928947446201         7.936470257339558E-8
3.078760800517997         7.986309831472998E-8
3.141592653589793         8.002787996030397E-8
3.204424506661589         7.98630983147301E-8
3.267256359733385         7.936470257339527E-8
3.330088212805181         7.852105377112015E-8
3.3929200658769765        7.731444630791232E-8
3.4557519189487724        7.572359902270867E-8
3.5185837720205684        7.372710109405368E-8
3.581415625092364         7.130786425511935E-8
3.6442474781641603        6.845870754827719E-8
3.707079331235956         6.518922198308125E-8
3.7699111843077513        6.153394544654768E-8
3.8327430373795477        5.756150389475839E-8
3.895574890451343         5.3383536299217804E-8
3.9584067435231396        4.916053613354813E-8
4.0212385965949355        4.5098702827305315E-8
4.084070449666731         4.1427717473860755E-8
4.1469023027385274        3.8347805472685626E-8
4.209734155810323         3.594585039181409E-8
4.272566008882119         3.411171897151479E-8
4.335397861953915         3.251152582100649E-8
4.39822971502571          3.064660433934342E-8
4.461061568097507         2.796382201476107E-8
4.523893421169302         2.3962317355171736E-8
4.586725274241098         1.827329648195347E-8
4.649557127312894         1.0723886620999164E-8
4.71238898038469          1.6865598432954668E-9
4.775220833456485         9.709173684994866E-9
4.838052686528282         2.146061321004092E-8
4.900884539600077         3.315901992089294E-8
4.9637163926718735        4.350167314220986E-8
5.026548245743669         5.0911189302435624E-8
5.0893800988154645        5.362224716319299E-8
5.15221195188726          4.9942847869758855E-8
5.215043804959057         3.9251571579837415E-8
5.277875658030853         2.8573248875847655E-8
5.340707511102648         4.746929196407533E-8
5.403539364174444         9.634597271966263E-8
5.466371217246239         1.643662840638643E-7
5.529203070318036         2.491894002574121E-7
5.592034923389832         3.4941197519565574E-7
5.654866776461628         4.6304494643141044E-7
5.717698629533423         5.872308608646326E-7
5.780530482605219         7.182346817312521E-7
5.843362335677015         8.515595805110121E-7
5.906194188748811         9.821504063674175E-7
5.969026041820607         1.1046639387440139E-6
6.031857894892402         1.2137843777040683E-6
6.094689747964199         1.3045589709915645E-6
6.157521601035994         1.3727259720830952E-6
6.220353454107791         1.4150066497425098E-6
6.283185307179586         1.4293353507422888E-6
